name,radius,distance,atmosphere,P. Habitable Class,P. Disc. Method,P. Disc. Year,
Wolf 1061 b,1.14,4.29,metals-rich,non-habitable,Radial Velocity,2015,
Wolf 1061 c,1.59,4.29,metals-rich,non-habitable,Radial Velocity,2015,
Wolf 1061 d,1.68,4.29,metals-rich,psychroplanet,Radial Velocity,2015,
WTS-1 b,16.69,3200,hydrogen-rich,non-habitable,Primary Transit,2012,
WTS-2 b,14.56,1000,metals-rich,non-habitable,Primary Transit,2013,
XO-1 b,13.26,200,metals-rich,non-habitable,Primary Transit,2006,
XO-2N b,10.9,149,metals-rich,non-habitable,Primary Transit,2007,
XO-2S b,7.36,149,metals-rich,non-habitable,Radial Velocity,2014,
XO-2S c,10.79,149,hydrogen-rich,non-habitable,Radial Velocity,2014,
XO-3 b,13.63,260,hydrogen-rich,non-habitable,Primary Transit,2007,
XO-4 b,14.75,293,hydrogen-rich,non-habitable,Primary Transit,2008,
XO-5 b,11.54,255,hydrogen-rich,non-habitable,Primary Transit,2008,
XO-6 b,23.18,86,metals-rich,non-habitable,Primary Transit,2016,
YBP401 b,8.65,843,metals-rich,non-habitable,Radial Velocity,2016,
